stop_id,stop_code,stop_name,stop_lon,stop_lat,location_type,stop_display,wheelchair_boarding,stop_abribus
MARS22CP40002,40002,terminus Henri-Bourassa Quai: 4,-73.66721,45.555819,0,0,1,0
MARS22CP40102,40102,terminus Henri-Bourassa,-73.66729,45.556091,0,0,1,0
MARS22CP40131,40131,terminus Henri-Bourassa,-73.66755,45.557023,0,0,2,0
MARS22CP40144,40144,métro Côte-Vertu Quai: 20,-73.68271,45.513219,0,0,1,0
MARS22CP40151,40151,métro Côte-Vertu Quai: 19,-73.68253,45.513359,0,0,1,0
MARS22CP40155,40155,terminus Henri-Bourassa,-73.66861,45.554101,0,0,2,0
MARS22CP40313,40313,métro Côte-Vertu,-73.68253,45.513359,0,0,2,0
MARS22CP40713,40713,Métro Côte-Vertu,-73.68225,45.513608,0,0,2,0
MARS22CP40802,40802,métro Côte-Vertu Quai: 18,-73.68225,45.513608,0,0,1,0
MARS22CP40925,40925,métro Radisson Quai: 6,-73.54004,45.589823,0,0,1,0
MARS22CP40935,40935,métro Radisson / Radisson,-73.53936,45.589521,0,0,2,0
MARS22CP41004,41004,de Langeais / de Gascogne,-73.71004,45.576805,0,0,1,0
MARS2241005,41005,Ampère / Léo-Lacombe,-73.70736,45.560248,0,0,2,0
MARS22CP41006,41006,Ampère / de Clairvaux,-73.70785,45.561048,0,0,2,0
MARS2241008,41008,Ampère / Léo-Lacombe,-73.70702,45.560188,0,0,2,0
MARS22CP41009,41009,Des Lacasse / d'Aveiro,-73.72841,45.631258,0,0,2,0
MARS2241010,41010,Des Lacasse / de Gap,-73.73133,45.628949,0,0,2,0
MARS2241011,41011,Des Lacasse / René-Laennec,-73.73322,45.628009,0,0,2,0
MARS2241012,41012,René-Laennec / Prudentiel,-73.72971,45.624966,0,0,1,0
MARS2241013,41013,René-Laennec / Aladin,-73.72576,45.621303,0,0,1,0
MARS2241014,41014,René-Laennec / Bellerose,-73.72402,45.619695,0,0,1,0
MARS2241015,41015,René-Laennec / de Lausanne,-73.72498,45.620593,0,0,1,0
MARS2241016,41016,Prudentiel / de Montévideo,-73.72165,45.624658,0,0,2,0
MARS2241017,41017,Prudentiel / De La Gironde,-73.72268,45.626179,0,0,2,0
MARS2241018,41018,Le Carrefour / Le Corbusier,-73.74198,45.572103,0,0,1,0
MARS2241020,41020,Alton-Goldbloom / Dale,-73.73824,45.546618,0,0,1,0
MARS22CP41022,41022,Alton-Goldbloom / face à l'hôpital,-73.73698,45.548421,0,0,1,1
MARS2241028,41028,de l'Avenir / Souvenir,-73.72204,45.561381,0,0,1,1
MARS2241029,41029,4e Avenue / 5e Avenue,-73.77089,45.642547,0,0,2,0
MARS2241030,41030,5e Avenue / 12e Avenue,-73.77029,45.640354,0,0,2,0
MARS2241031,41031,5e Avenue / 8e Avenue,-73.77056,45.641352,0,0,2,0
MARS2241032,41032,4e Avenue / 7e Avenue,-73.76979,45.64274,0,0,2,0
MARS2241033,41033,12e Avenue / Parc-des-Érables,-73.76945,45.640194,0,0,2,0
MARS2241039,41039,12e Avenue / 19e Rue,-73.70308,45.566834,0,0,1,0
MARS2241040,41040,12e Avenue / 19e Rue,-73.70341,45.56686,0,0,1,0
MARS2241041,41041,12e Avenue / du Souvenir,-73.7056,45.569187,0,0,1,0
MARS2241042,41042,12e Avenue / de Côte d'Azur,-73.7055,45.568692,0,0,2,0
MARS2241043,41043,12e Avenue / de Bourges,-73.70206,45.565657,0,0,1,0
MARS2241045,41045,Cousteau / Sainte-Rose,-73.84205,45.567654,0,0,2,0
MARS2241046,41046,Cousteau / Séguin,-73.8445,45.570184,0,0,2,0
MARS2241047,41047,43e Avenue / Séguin,-73.83831,45.57319,0,0,2,0
MARS2241048,41048,43e Avenue / face au 987,-73.83665,45.571503,0,0,2,0
MARS2241049,41049,43e Avenue / face 990,-73.83671,45.571386,0,0,2,0
MARS2241050,41050,Sainte-Rose / Sauriol,-73.83424,45.569487,0,0,1,1
MARS22CP41056,41056,100e Avenue / Samson,-73.75967,45.528575,0,0,1,1
MARS2241057,41057,100e Avenue / Notre-Dame,-73.765,45.535968,0,0,1,0
MARS22CP41058,41058,100e Avenue / Samson,-73.7598,45.5285,0,0,1,1
MARS2241059,41059,100e Avenue / 4e Rue,-73.76128,45.530182,0,0,2,0
MARS2241060,41060,100e Avenue / 4e Rue,-73.76156,45.530253,0,0,2,0
MARS2241061,41061,100e Avenue / 9e Rue,-73.76278,45.53169,0,0,2,0
MARS2241062,41062,100e Avenue / 9e Rue,-73.76322,45.531914,0,0,2,0
MARS2241063,41063,100e Avenue / Montcalm,-73.76422,45.534359,0,0,1,0
MARS2241064,41064,100e Avenue / Montcalm,-73.76441,45.534494,0,0,2,0
MARS2241067,41067,de Belgrade / Cyrille-Delage,-73.74197,45.614395,0,0,2,0
MARS22CP41068,41068,terminus Bienville,-73.75014,45.657848,0,0,2,1
MARS2241070,41070,des Laurentides / Jean-Coutu,-73.74825,45.651085,0,0,1,0
MARS22CP41071,41071,de Belgrade / des Laurentides,-73.74058,45.615278,0,0,1,0
MARS2241072,41072,de Belgrade / de Gruyères,-73.73786,45.616833,0,0,2,0
MARS2241073,41073,de Belgrade / Prudentiel,-73.73571,45.617683,0,0,2,0
MARS2241074,41074,de Belgrade / de Gruyères,-73.73792,45.616608,0,0,2,0
MARS2241076,41076,de Belgrade / Olivier-Chauveau,-73.74823,45.612204,0,0,1,0
MARS2241077,41077,de Belgrade / Olivier-Chauveau,-73.74785,45.612205,0,0,1,0
MARS2241078,41078,de Belgrade / Rio,-73.74626,45.612946,0,0,2,0
MARS2241080,41080,Bellehumeur / des Laurentides,-73.75447,45.645213,0,0,2,0
MARS2241081,41081,Bellehumeur / face au 7340,-73.75515,45.64739,0,0,2,0
MARS2241082,41082,Bellehumeur / face au 7365,-73.75528,45.647434,0,0,2,0
MARS2241083,41083,Bellehumeur / Brochu,-73.75581,45.649575,0,0,2,0
MARS2241084,41084,Bellerose / René-Laennec,-73.72424,45.619218,0,0,1,1
MARS2241085,41085,Bellerose / face au 36,-73.73895,45.609175,0,0,2,0
MARS2241086,41086,Bellerose / des Laurentides,-73.73721,45.610544,0,0,1,0
MARS2241087,41087,Bellerose / des Laurentides,-73.73698,45.610428,0,0,1,0
MARS2241088,41088,Bellerose / face au 39,-73.73907,45.609328,0,0,2,0
MARS2241089,41089,Bellerose / Marc,-73.73279,45.612659,0,0,1,0
MARS2241091,41091,Bellerose / de Lorca,-73.73031,45.61423,0,0,2,0
MARS2241092,41092,Bellerose / de Palerme,-73.72781,45.615792,0,0,2,0
MARS2241093,41093,Bellerose / de Palerme,-73.72794,45.615464,0,0,1,1
MARS22CP41094,41094,Bellerose / des Laurentides,-73.73556,45.611493,0,0,2,0
MARS2241095,41095,Bellerose / du Rucher,-73.72561,45.617704,0,0,1,1
MARS2241096,41096,Bellerose / Marc,-73.73277,45.612947,0,0,2,0
MARS2241097,41097,Bellerose / de Lorca,-73.73038,45.614491,0,0,2,0
MARS2241098,41098,Bellerose / du Rucher,-73.72578,45.618018,0,0,1,0
MARS2241099,41099,Bellerose / René-Laennec,-73.72457,45.619343,0,0,2,0
MARS2241101,41101,Belleville / Saint-Germain,-73.65161,45.61114,0,0,2,1
MARS2241102,41102,Belleville / Suzor-Côté,-73.65378,45.613359,0,0,2,0
MARS2241104,41104,Belleville / Suzor-Côté,-73.65401,45.613332,0,0,2,0
MARS2241105,41105,Belleville / Louis-Abel,-73.64711,45.607326,0,0,2,0
MARS2241106,41106,Belleville / Louis-Abel,-73.64734,45.607303,0,0,2,0
MARS2241107,41107,Belleville / Beausoleil,-73.64913,45.609155,0,0,2,0
MARS2241108,41108,Belleville / Beausoleil,-73.64949,45.609244,0,0,2,0
MARS2241109,41109,Belleville / Saint-Joseph,-73.65033,45.610224,0,0,2,0
MARS2241110,41110,Belleville / Saint-Joseph,-73.65062,45.610269,0,0,2,0
MARS2241112,41112,Bérard / face au 58,-73.75757,45.647096,0,0,2,0
MARS2241113,41113,Bérard / Brochu,-73.75805,45.649246,0,0,2,0
MARS2241114,41114,Bérard / Brindamour,-73.75712,45.64572,0,0,2,0
MARS2241115,41115,Bérard / face au 57,-73.75738,45.646944,0,0,2,0
MARS2241116,41116,Bérard / des Terrasses,-73.7564,45.643248,0,0,2,0
MARS2241117,41117,Bérard / Brindamour,-73.75702,45.64564,0,0,2,0
MARS2241121,41121,Berlier / Bergman,-73.74533,45.583523,0,0,2,0
MARS2241123,41123,Berlier / Francis-Hughes,-73.73482,45.590339,0,0,2,0
MARS2241124,41124,Berlier / Face au 904,-73.73718,45.589342,0,0,2,0
MARS2241125,41125,Berlier / face au 970,-73.73753,45.58902,0,0,2,0
MARS2241126,41126,Berlier / Industriel,-73.7394,45.588174,0,0,2,0
MARS2241127,41127,Berlier / Industriel,-73.73893,45.588288,0,0,1,1
MARS2241128,41128,Berlier / face au 1261,-73.74184,45.586383,0,0,2,0
MARS2241129,41129,Berlier / face au 1705,-73.74395,45.584651,0,0,2,0
MARS2241130,41130,de la Bernina / Bédard,-73.72051,45.59735,0,0,1,0
MARS22CP41131,41131,de la Bernina / Bédard,-73.72044,45.597558,0,0,1,0
MARS2241131,41131,de la Bernina / Bédard,-73.72044,45.597558,0,0,1,0
MARS2241132,41132,de la Bernina / Boisvert,-73.71945,45.598072,0,0,2,0
MARS2241133,41133,de la Bernina / Boisvert,-73.71955,45.597865,0,0,1,0
MARS2241134,41134,de la Bernina / de Lucerne,-73.71853,45.598677,0,0,1,0
MARS2241140,41140,de Blois / Leblanc,-73.68369,45.58875,0,0,2,1
MARS2241144,41144,de Blois / Lévis,-73.68093,45.590077,0,0,2,0
MARS2241145,41145,de Blois / Lévis,-73.68088,45.590284,0,0,2,0
MARS2241146,41146,de Blois / Leblanc,-73.68342,45.588697,0,0,2,0
MARS22CP41147,41147,de-Bois-de-Boulogne / du Souvenir,-73.70285,45.570371,0,0,1,1
MARS22CP41148,41148,de-Bois-de-Boulogne / du Souvenir,-73.70303,45.570073,0,0,1,0
MARS2241149,41149,de-Bois-de-Boulogne / Compétences-2000,-73.70419,45.571763,0,0,1,0
MARS2241150,41150,de-Bois-de-Boulogne / face au 794,-73.70395,45.571205,0,0,1,1
MARS2241152,41152,de-Bois-de-Boulogne / face au 830,-73.70496,45.572112,0,0,1,1
MARS2241153,41153,de-Bois-de-Boulogne / de Touraine,-73.70609,45.573577,0,0,2,0
MARS2241154,41154,de-Bois-de-Boulogne / Saint-Martin,-73.71017,45.578132,0,0,1,0
MARS22CP41155,41155,Cléophas-Charbonneau / Samson,-73.78168,45.522206,0,0,2,0
MARS2241156,41156,du Bord-de-l'Eau / face au 300,-73.78952,45.518173,0,0,2,0
MARS2241157,41157,du Bord-de-l'Eau / Larivière,-73.79398,45.51782,0,0,2,1
MARS2241158,41158,du Bord-de-l'Eau / Larivière,-73.79433,45.517711,0,0,2,0
MARS2241159,41159,du Bord-de-l'Eau / Fabert,-73.79805,45.518493,0,0,2,0
MARS2241160,41160,du Bord-de-l'Eau / Fabert,-73.79839,45.518447,0,0,2,1
MARS2241161,41161,du Bord-de-l'Eau / Zéphir,-73.80093,45.518764,0,0,2,0
MARS2241162,41162,du Bord-de-l'Eau / Zéphir,-73.80092,45.518647,0,0,2,0
MARS2241163,41163,du Bord-de-l'Eau / de la Capricieuse,-73.80347,45.518956,0,0,2,0
MARS2241164,41164,du Bord-de-l'Eau / des Jardins-Ste-Dorothée,-73.80693,45.519513,0,0,2,0
MARS2241165,41165,du Bord-de-l'Eau / de la Capricieuse,-73.80354,45.518883,0,0,2,0
MARS2241167,41167,du Bord-de-l'Eau / Cléophas-Charbonneau,-73.78043,45.520715,0,0,2,0
MARS2241174,41174,du Bord-de-l'Eau / Samson,-73.82487,45.520858,0,0,2,1
MARS2241175,41175,du Bord-de-l'Eau / face au 896,-73.82748,45.520725,0,0,2,0
MARS2241176,41176,du Bord-de-l'Eau / des Rapides,-73.82652,45.520642,0,0,2,0
MARS2241177,41177,du Bord-de-l'Eau / Guizot,-73.83065,45.520734,0,0,2,0
MARS2241178,41178,du Bord-de-l'Eau / Guizot,-73.83091,45.520598,0,0,2,1
MARS2241179,41179,du Bord-de-l'Eau / Lynne,-73.83582,45.521061,0,0,2,0
MARS2241180,41180,du Bord-de-l'Eau / face au 125,-73.78182,45.520289,0,0,2,0
MARS2241181,41181,du Bord-de-l'Eau / Fauvel,-73.83569,45.520931,0,0,2,0
MARS2241182,41182,du Bord-de-l'Eau / Patrick,-73.83899,45.521645,0,0,2,0
MARS2241183,41183,du Bord-de-l'Eau / Dion,-73.83895,45.521537,0,0,2,0
MARS2241184,41184,du Bord-de-l'Eau / Bibeau,-73.84093,45.522071,0,0,2,0
MARS2241185,41185,du Bord-de-l'Eau / Bibeau,-73.84091,45.52199,0,0,2,0
MARS2241186,41186,du Bord-de-l'Eau / Marois,-73.84478,45.522888,0,0,2,0
MARS2241187,41187,du Bord-de-l'Eau / Marois,-73.84544,45.522976,0,0,2,0
MARS2241188,41188,du Bord-de-l'Eau / Jardin Islemère,-73.84849,45.52347,0,0,2,0
MARS2241189,41189,du Bord-de-l'Eau / Jardin Islemère,-73.84815,45.523318,0,0,2,0
MARS2241190,41190,du Bord-de-l'Eau / Dupont,-73.85395,45.523148,0,0,2,0
MARS2241191,41191,du Bord-de-l'Eau / Lafontaine,-73.84997,45.523718,0,0,2,0
MARS2241192,41192,du Bord-de-l'Eau / face au 125,-73.78179,45.520217,0,0,2,0
MARS2241193,41193,du Bord-de-l'Eau / Lafontaine,-73.84961,45.523575,0,0,2,1
MARS2241194,41194,du Bord-de-l'Eau / Jolibourg,-73.85255,45.523584,0,0,2,0
MARS2241195,41195,du Bord-de-l'Eau / face au 1368,-73.8583,45.522891,0,0,2,0
MARS22CP41196,41196,Gare Sainte-Dorothée,-73.86175,45.522615,0,0,2,0
MARS2241197,41197,du Bord-de-l'Eau / face au 1368,-73.85838,45.522747,0,0,2,0
MARS22CP41198,41198,Gare Sainte-Dorothée,-73.86181,45.522791,0,0,2,0
MARS2241199,41199,du Bord-de-l'Eau / de la Seigneurie,-73.7841,45.519455,0,0,2,0
MARS22CP41200,41200,Cléophas-Charbonneau / Samson,-73.7814,45.522225,0,1,2,1
MARS2241201,41201,du Bord-de-l'Eau / Dupont,-73.8538,45.523301,0,0,2,0
MARS2241202,41202,du Bord-de-l'Eau / de la Seigneurie,-73.78437,45.519212,0,0,2,0
MARS2241203,41203,du Bord-de-l'Eau / Montreuil,-73.78692,45.518845,0,0,2,0
MARS2241204,41204,du Bord-de-l'Eau / Montreuil,-73.7874,45.518619,0,0,2,0
MARS2241205,41205,du Bord-de-l'Eau / Rosario,-73.78942,45.518308,0,0,2,0
MARS2241206,41206,de la Renaissance / Marc-Aurèle-Fortin,-73.80097,45.600748,0,0,2,0
MARS2241208,41208,Brochu / Bérard,-73.75806,45.649381,0,0,2,0
MARS2241209,41209,Brochu / Bellehumeur,-73.75603,45.649574,0,0,2,0
MARS2241212,41212,Chimène / Léa,-73.58925,45.67,0,0,2,0
MARS2241213,41213,Chimène / Léa,-73.58939,45.669784,0,0,2,0
MARS2241215,41215,Carole / Muguet,-73.82183,45.530855,0,0,2,0
MARS2241216,41216,Carole / Muguet,-73.82217,45.530926,0,0,2,0
MARS2241218,41218,Carole / des Tulipes,-73.8237,45.532353,0,0,2,0
MARS2241219,41219,Cartier / J.-J.-Joubert,-73.6709,45.572941,0,0,2,1
MARS2241220,41220,Cartier / Émile,-73.68751,45.559165,0,0,1,1
MARS2241221,41221,Cartier / Conrad,-73.69005,45.558973,0,0,1,1
MARS2241222,41222,Cartier / Conrad,-73.68974,45.558728,0,0,1,1
MARS2241223,41223,Cartier / 8e,-73.69243,45.558942,0,0,1,1
MARS2241224,41224,Cartier / 8e Avenue,-73.69301,45.558618,0,0,1,1
MARS2241225,41225,Cartier / 15e Rue,-73.69713,45.557549,0,1,1,1
MARS2241226,41226,Cartier / 15e Rue,-73.69598,45.557695,0,1,1,1
MARS2241227,41227,Cartier / Perrin,-73.69887,45.55688,0,0,1,1
MARS2241228,41228,Cartier / Perrin,-73.69933,45.556402,0,0,1,1
MARS2241229,41229,Cartier / Ampère,-73.70227,45.554854,0,0,1,1
MARS2241230,41230,Cartier / J.-J.-Joubert,-73.67071,45.572771,0,0,2,1
MARS2241231,41231,Cartier / Ampère,-73.70205,45.554661,0,0,1,1
MARS2241232,41232,Cartier / Laval,-73.70687,45.552411,0,0,1,0
MARS2241233,41233,Cartier / Laval,-73.70646,45.552466,0,0,1,0
MARS2241234,41234,Cartier / du Bon-Pasteur,-73.70888,45.551481,0,0,1,0
MARS2241235,41235,Cartier / du Bon-Pasteur,-73.70893,45.551283,0,0,2,0
MARS2241236,41236,Cartier / Mariale,-73.71138,45.550288,0,0,1,0
MARS2241237,41237,Cartier / Mariale,-73.71142,45.55009,0,0,1,0
MARS2241238,41238,Cartier / Dussault,-73.71268,45.549665,0,0,1,0
MARS2241239,41239,Cartier / Dussault,-73.71282,45.549413,0,0,1,1
MARS22CP41240,41240,Cartier / Giroux,-73.71427,45.548897,0,0,1,0
MARS2241241,41241,Saint-Hubert / Cartier,-73.68011,45.5611,0,0,1,0
MARS22CP41242,41242,Cartier / Giroux,-73.71444,45.548528,0,0,1,1
MARS2241243,41243,Cartier / Verdi,-73.71555,45.548022,0,0,1,0
MARS2241244,41244,Cartier / Verdi,-73.7157,45.547779,0,0,1,0
MARS2241245,41245,Cartier / Clermont,-73.71728,45.547173,0,0,1,0
MARS2241246,41246,Cartier / Clermont,-73.71739,45.54693,0,1,1,1
MARS2241247,41247,Cartier / Armand-Frappier,-73.72148,45.54514,0,0,1,0
MARS2241248,41248,Cartier / Micro,-73.7202,45.545566,0,0,1,1
MARS2241249,41249,Cartier / 58e Avenue,-73.72333,45.544228,0,0,1,0
MARS2241250,41250,Cartier / 58e Avenue,-73.72341,45.544003,0,0,1,1
MARS2241251,41251,Cartier / Daniel-Johnson,-73.72497,45.543415,0,0,1,0
MARS2241252,41252,Cartier / Daniel-Johnson,-73.72517,45.543144,0,0,1,0
MARS2241253,41253,Cartier / 64e Avenue,-73.72818,45.541906,0,0,1,0
MARS2241254,41254,Cartier / 63e Avenue,-73.72707,45.542169,0,0,1,1
MARS2241255,41255,Cartier / 66e Avenue,-73.72994,45.541056,0,0,1,0
MARS2241256,41256,Cartier / 66e Avenue,-73.73002,45.54075,0,0,2,0
MARS2241257,41257,Cartier / 68e Avenue,-73.73141,45.540351,0,0,1,0
MARS2241258,41258,Cartier / 67e Avenue,-73.73103,45.540262,0,0,1,1
MARS2241259,41259,Cartier / 70e,-73.73303,45.539277,0,0,1,1
MARS22CP41260,41260,Cartier / Chomedey,-73.7336,45.539312,0,0,1,0
MARS22CP41262,41262,Curé-Labelle / Chomedey,-73.73443,45.538807,0,0,1,0
MARS2241263,41263,Curé-Labelle / 73e Avenue,-73.73471,45.538959,0,1,1,1
MARS2241267,41267,Cartier / de Bayeux,-73.68854,45.559129,0,0,1,1
MARS22CP41268,41268,Dagenais / Le Corbusier,-73.76038,45.591841,0,0,2,0
MARS2241269,41269,Montée Champagne / Principale,-73.79667,45.537078,0,0,2,0
MARS2241270,41270,Montée Champagne / Face au 980,-73.79863,45.538748,0,0,2,0
MARS2241271,41271,Montée Champagne / Les Jardins Champagne,-73.79843,45.538729,0,0,2,0
MARS22CP41272,41272,Chartrand / Déry,-73.57646,45.667472,0,0,2,1
MARS2241272,41272,Chartrand / Déry,-73.57646,45.667472,0,0,2,1
MARS2241273,41273,Chartrand / Monty,-73.57816,45.66649,0,0,2,0
MARS2241274,41274,des Châteaux / Chomedey,-73.74808,45.553949,0,0,1,0
MARS2241275,41275,des Châteaux / face au 3280,-73.74571,45.554854,0,0,2,0
MARS2241276,41276,des Châteaux / face au 3275,-73.74596,45.554934,0,0,1,1
MARS2241277,41277,des Châteaux / Daniel-Johnson,-73.74363,45.556035,0,0,1,0
MARS2241278,41278,des Châteaux / Daniel-Johnson,-73.74377,45.556145,0,0,2,0
MARS2241279,41279,Place Chénier / Vanier,-73.65989,45.614006,0,0,1,1
MARS2241280,41280,Place Chénier / Vanier,-73.65911,45.613982,0,0,1,0
MARS2241281,41281,Place Chénier / Belleville,-73.65638,45.615237,0,0,2,1
MARS2241282,41282,Place Chénier / Mgr-Bourget,-73.65703,45.614822,0,0,1,0
MARS2241283,41283,Chomedey / Cartier,-73.73322,45.538593,0,0,1,1
MARS2241284,41284,Chomedey / Monod,-73.74167,45.547169,0,0,1,1
MARS2241285,41285,Chomedey / face au 1085,-73.7424,45.548418,0,0,1,1
MARS2241286,41286,Chomedey / Cardinal,-73.74365,45.549162,0,0,1,1
MARS22CP41287,41287,Chomedey / du Souvenir,-73.7451,45.550932,0,1,1,1
MARS22CP41288,41288,Chomedey / du Souvenir,-73.74557,45.550886,0,1,1,1
MARS2241289,41289,Chomedey / des Châteaux,-73.74823,45.553454,0,0,1,1
MARS2241290,41290,Chomedey / des Châteaux,-73.74895,45.55365,0,0,1,1
MARS2241291,41291,Chomedey / Cardinal,-73.74351,45.549499,0,0,1,0
MARS2241292,41292,Chomedey / Saint-Martin,-73.75017,45.555179,0,0,1,0
MARS2241293,41293,Chomedey / Cartier,-73.73434,45.53914,0,1,1,1
MARS2241294,41294,Chomedey / Saint-Martin,-73.7518,45.556235,0,0,2,1
MARS2241295,41295,Chomedey / face au 2911,-73.76759,45.57039,0,0,1,0
MARS2241296,41296,Chomedey / face au 2911,-73.76722,45.570526,0,0,2,0
MARS2241297,41297,Chomedey /7e Rue,-73.73626,45.541577,0,0,1,0
MARS2241298,41298,Chomedey / face au 573,-73.73705,45.541884,0,0,1,1
MARS2241299,41299,Chomedey / 70e Avenue,-73.7374,45.54272,0,0,1,0
MARS2241300,41300,Chomedey / Perron,-73.73825,45.54307,0,0,1,0
MARS2241301,41301,Chomedey / Notre-Dame,-73.73936,45.54469,0,0,1,1
MARS22CP41301,41301,Chomedey / Notre-Dame,-73.73936,45.54469,0,0,1,1
MARS2241302,41302,Chomedey / Notre-Dame,-73.73981,45.544653,0,0,1,1
MARS22CP41302,41302,Chomedey / Notre-Dame,-73.73981,45.544653,0,0,1,1
MARS2241303,41303,Chomedey / Monod,-73.74116,45.547152,0,0,2,0
MARS2241304,41304,Christiane / Fridolin,-73.80894,45.583,0,0,2,0
MARS2241305,41305,Christiane / Fabiola,-73.80566,45.583378,0,0,2,0
MARS2241306,41306,Christiane / Fabiola,-73.80538,45.583505,0,0,2,0
MARS2241307,41307,Christiane / Fleury,-73.80317,45.583304,0,0,2,0
MARS2241308,41308,Christiane / Bernadette,-73.81106,45.582787,0,0,2,0
MARS2241309,41309,Christiane / Bernadette,-73.81069,45.582878,0,0,2,0
MARS2241310,41310,Christiane / Fridolin,-73.80917,45.582811,0,0,2,0
MARS2241311,41311,Christiane / Gilles,-73.81299,45.583862,0,0,2,0
MARS2241312,41312,Clarendon / du Souvenir,-73.77844,45.532722,0,0,1,1
MARS2241313,41313,Clarendon / Notre-Dame,-73.77851,45.532359,0,0,1,0
MARS2241314,41314,Cléroux /  Favreau,-73.77923,45.558853,0,0,2,0
MARS2241315,41315,Cléroux / Gingras,-73.77455,45.560385,0,0,2,0
MARS2241316,41316,Cléroux / Genest,-73.77698,45.559507,0,0,2,0
MARS2241317,41317,Cléroux / Genest,-73.77689,45.559696,0,0,2,0
MARS2241318,41318,Cléroux / Gingras,-73.77467,45.560196,0,0,2,0
MARS2241319,41319,Cléroux /  Favreau,-73.77908,45.559049,0,0,2,0
MARS2241320,41320,Cléroux / Curé-Labelle,-73.77282,45.560704,0,0,2,0
MARS22CP41322,41322,de la Concorde / Ampère,-73.70857,45.561875,0,1,1,1
MARS2241323,41323,de la Concorde / de Roanne,-73.70623,45.562734,0,0,1,1
MARS2241324,41324,de la Concorde / de Roanne,-73.70655,45.562886,0,0,1,1
MARS2241325,41325,de la Concorde / de Cluny,-73.70458,45.563555,0,0,1,1
MARS2241326,41326,de la Concorde / de Cluny,-73.70447,45.563934,0,0,1,0
MARS2241327,41327,de la Concorde / 12e Avenue,-73.70145,45.565123,0,0,1,0
MARS2241328,41328,de la Concorde / 12e Avenue,-73.70136,45.565496,0,0,1,1
MARS2241331,41331,de la Concorde / 15e Rue,-73.69845,45.566731,0,0,1,1
MARS2241333,41333,de la Concorde / 16e,-73.69951,45.566482,0,0,1,0
MARS2241334,41334,de la Concorde / 6e Avenue,-73.69678,45.567681,0,0,1,0
MARS2241335,41335,de la Concorde / 6e Avenue,-73.69686,45.567969,0,0,1,0
MARS2241336,41336,de la Concorde / Bazin,-73.69534,45.568485,0,0,1,0
MARS2241337,41337,de la Concorde / de l'Étoile,-73.69513,45.568926,0,0,1,1
MARS2241338,41338,de la Concorde / Quintal,-73.69379,45.569315,0,0,1,0
MARS22CP41339,41339,de la Concorde / des Laurentides,-73.69215,45.570209,0,0,1,0
MARS2241339,41339,de la Concorde / des Laurentides,-73.69215,45.570209,0,0,1,0
MARS22CP41340,41340,de la Concorde / des Laurentides,-73.69287,45.570154,0,1,1,1
MARS2241340,41340,de la Concorde / des Laurentides,-73.69287,45.570154,0,1,1,1
MARS2241341,41341,de la Concorde / Saint-Hubert,-73.69105,45.570913,0,0,1,1
MARS2241342,41342,de la Concorde / de l'Avenir,-73.71693,45.55718,0,0,1,1
MARS2241343,41343,de la Concorde / Saint-Hubert,-73.69107,45.57129,0,0,1,1
MARS22CP41343,41343,de la Concorde / Saint-Hubert,-73.69107,45.57129,0,0,1,1
MARS2241344,41344,de la Concorde / Jubinville,-73.68911,45.572041,0,0,1,0
MARS2241345,41345,de la Concorde / Jubinville,-73.68931,45.572283,0,0,1,0
MARS2241346,41346,de la Concorde / Goineau,-73.68658,45.573411,0,0,1,0
MARS2241347,41347,de la Concorde / Alexandre,-73.68719,45.573429,0,1,1,1
MARS2241348,41348,de la Concorde / de la Normandie,-73.68466,45.574526,0,0,1,1
MARS2241349,41349,de la Concorde / de la Normandie,-73.68485,45.574944,0,0,1,1
MARS2241350,41350,de la Concorde / de la Lorraine,-73.68324,45.575523,0,0,1,1
MARS2241351,41351,de la Concorde / face à la Maison des Arts,-73.71632,45.557874,0,0,1,1
MARS2241352,41352,de la Concorde / De La Bretagne,-73.68276,45.576582,0,0,1,1
MARS2241353,41353,de la Concorde / des Alouettes,-73.68145,45.576894,0,0,1,1
MARS2241354,41354,de la Concorde / des Alouettes,-73.68166,45.577416,0,1,1,1
MARS2241355,41355,de la Concorde / Notre-Dame-de-Fatima,-73.67981,45.578306,0,0,1,0
MARS2241356,41356,de la Concorde / Notre-Dame-de-Fatima,-73.68039,45.578398,0,1,1,1
MARS2241357,41357,de la Concorde / de Lourdes,-73.67892,45.580102,0,0,1,0
MARS2241358,41358,de la Concorde / J.-J.-Joubert,-73.67858,45.580661,0,0,1,0
MARS2241359,41359,de la Concorde / Le Gardeur,-73.67657,45.581446,0,0,1,1
MARS2241360,41360,de la Concorde / Deauville,-73.71515,45.558146,0,0,1,0
MARS2241361,41361,de la Concorde / autoroute 19,-73.67532,45.583013,0,0,2,0
MARS2241362,41362,de la Concorde / autoroute 19,-73.67517,45.584156,0,0,1,1
MARS2241363,41363,de la Concorde / de Grand-Pré,-73.67389,45.586026,0,0,2,0
MARS2241364,41364,de la Concorde / de Grand-Pré,-73.67434,45.585876,0,0,1,1
MARS2241365,41365,de la Concorde / de L'Assomption,-73.67281,45.587498,0,0,2,0
MARS2241366,41366,de la Concorde / de L'Assomption,-73.6729,45.587849,0,0,1,0
MARS2241367,41367,de la Concorde / Champlain,-73.67056,45.59003,0,0,1,0
MARS2241368,41368,de la Concorde / Champlain,-73.67136,45.589514,0,0,1,1
